student_id,major,year,current_semester,gpa,completed_credits,completed_courses,course_grades,failed_courses,career_goal,career_track,max_credits_per_semester,study_hours_per_week,risk_level,recommended_credits,weak_skills
UET230138,Kỹ thuật Robot,4,7,2.4,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;INE1050;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3054;RBE3055;RBE3057;RBE4001;RBE4004;THL1057,AIT2004:B;ELT1007:C+;ELT2035:C;ELT2201:C;ELT3051:D+;ELT3134:C;ELT3144:B;ELT3240:C+;ELT3290:C;ELT3292:C;ELT3295:B;ELT3996:C+;EPN1095:D+;EPN1096:B;FLF1107:C+;HIS1001:B;INE1050:C;INE1051:C+;INT1008:C+;INT1009:C+;INT2210:C;MAT1041:C+;MAT1042:D+;MAT1093:C;MAT1101:B;PEC1008:C+;PHI1002:C;PHI1006:C;POL1001:B;PSY1050:D+;RBE1001:B;RBE2001:B;RBE2003:D+;RBE2021:C;RBE2022:B;RBE2031:C+;RBE3002:C+;RBE3012:D+;RBE3013:B;RBE3015:C+;RBE3017:B;RBE3030:B;RBE3042:D+;RBE3050:C+;RBE3051:B;RBE3052:B;RBE3053:B;RBE3054:C+;RBE3055:C+;RBE3057:C;RBE4001:C+;RBE4004:B;THL1057:C,,Microcontroller Programmer,Tự động hóa công nghiệp,18,11,MEDIUM,16,Embedded C/C++;Toán nền tảng;Điều khiển;Điện tử - vi điều khiển
UET230139,Kỹ thuật Robot,4,7,3.22,152,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1050;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3054;RBE3055;RBE3056;RBE4001;RBE4004;THL1057,AIT2004:B+;ELT1007:B+;ELT2035:B;ELT2201:B+;ELT3051:A;ELT3134:B;ELT3144:B;ELT3240:B+;ELT3290:B;ELT3292:B+;ELT3295:C+;ELT3996:B+;EPN1095:C+;EPN1096:B;FLF1107:B+;HIS1001:C+;HIS1053:B+;INE1050:B+;INT1008:B;INT1009:B;INT2210:A;MAT1041:A;MAT1042:B+;MAT1093:C+;MAT1101:B;PEC1008:B;PHI1002:B+;PHI1006:B+;POL1001:B;PSY1050:B;RBE1001:B;RBE2001:B;RBE2003:B;RBE2021:B+;RBE2022:C+;RBE2031:B;RBE3002:B+;RBE3012:B+;RBE3013:B;RBE3015:B;RBE3017:C+;RBE3030:B+;RBE3042:B+;RBE3050:B+;RBE3051:B;RBE3052:B;RBE3054:B;RBE3055:B+;RBE3056:B;RBE4001:B+;RBE4004:B+;THL1057:B,,Industrial Automation Engineer,Tự động hóa công nghiệp,22,8,LOW,22,
UET230140,Kỹ thuật Robot,4,8,3.2,158,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1050;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3055;RBE3056;RBE3057;RBE4001;RBE4004;THL1057,AIT2004:C+;ELT1007:A;ELT2035:B;ELT2201:B;ELT3051:B+;ELT3134:B+;ELT3144:B;ELT3240:B;ELT3290:B;ELT3292:B+;ELT3295:B;ELT3996:C+;EPN1095:B;EPN1096:B;FLF1107:B;HIS1001:B;HIS1053:B;INE1050:C+;INE1051:A;INT1008:B+;INT1009:B;INT2210:B+;MAT1041:B+;MAT1042:B;MAT1093:B;MAT1101:C+;PEC1008:B;PHI1002:A;PHI1006:C+;POL1001:B+;RBE1001:A;RBE2001:B;RBE2003:B;RBE2021:B;RBE2022:B+;RBE2031:B+;RBE3002:B;RBE3012:B+;RBE3013:B;RBE3015:A;RBE3016:B+;RBE3017:B+;RBE3030:B;RBE3042:B+;RBE3050:A;RBE3051:C+;RBE3052:B+;RBE3053:B+;RBE3055:B;RBE3056:A;RBE3057:B+;RBE4001:B+;RBE4004:C+;THL1057:A,,Embedded Robotics Engineer,Tự động hóa công nghiệp,22,6,LOW,22,Embedded C/C++
UET230141,Kỹ thuật Robot,4,8,3.19,153,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;HIS1056;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3054;RBE3055;RBE3056;RBE4001;RBE4004;THL1057,AIT2004:A;ELT1007:B;ELT2035:B;ELT2201:B+;ELT3051:B+;ELT3134:B+;ELT3144:C+;ELT3240:B+;ELT3290:C+;ELT3292:C+;ELT3295:A;EPN1095:A;EPN1096:B;FLF1107:B;HIS1001:C+;HIS1053:A;HIS1056:B+;INE1051:B+;INT1008:B;INT1009:B+;INT2210:B+;MAT1041:B;MAT1042:B;MAT1093:B;MAT1101:B;PEC1008:B+;PHI1002:A;PHI1006:B+;POL1001:C+;RBE1001:B;RBE2001:B;RBE2003:B;RBE2021:B+;RBE2022:C+;RBE2031:A;RBE3002:B+;RBE3012:B+;RBE3013:C+;RBE3015:B+;RBE3016:B+;RBE3017:A;RBE3030:C+;RBE3042:B+;RBE3050:B;RBE3051:B;RBE3052:B;RBE3054:B;RBE3055:A;RBE3056:B;RBE4001:B;RBE4004:B+;THL1057:A,,Automation PLC Engineer,Tự động hóa công nghiệp,20,10,LOW,18,PLC/SCADA
UET230142,Kỹ thuật Robot,4,7,3.65,152,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1050;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3056;RBE3057;RBE4001;RBE4004;THL1057,AIT2004:B+;ELT1007:A;ELT2035:B;ELT2201:A+;ELT3051:A;ELT3134:A;ELT3144:A;ELT3240:B+;ELT3290:A;ELT3292:A+;ELT3295:A;ELT3996:A;EPN1095:A;EPN1096:B+;FLF1107:A+;HIS1001:A;HIS1053:A+;INE1050:A;INT1008:A;INT1009:A;INT2210:A;MAT1041:A+;MAT1042:A+;MAT1093:A;MAT1101:B+;PEC1008:B;PHI1002:B+;PHI1006:B+;POL1001:B+;RBE1001:B+;RBE2001:B;RBE2003:B+;RBE2021:B+;RBE2022:A;RBE2031:A;RBE3002:B+;RBE3012:A;RBE3013:A;RBE3015:B+;RBE3016:B+;RBE3017:B+;RBE3030:B+;RBE3042:A;RBE3050:A;RBE3051:A;RBE3052:B+;RBE3053:A+;RBE3056:A;RBE3057:A+;RBE4001:A;RBE4004:B;THL1057:A,,Smart Home Robotics Specialist,Tự động hóa công nghiệp,22,7,LOW,20,
UET230143,Kỹ thuật Robot,4,7,2.34,156,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3045;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;REB3053;THL1057;UET1002,AIT2004:D+;ELT1007:D+;ELT2035:C+;ELT2201:B;ELT3051:B;ELT3134:D+;ELT3144:C;ELT3240:D+;ELT3290:D+;ELT3292:C+;ELT3295:B;EPN1095:C+;EPN1096:C;FLF1107:C+;HIS1001:C+;HIS1056:C+;INT1008:C;INT1009:C;INT2210:C+;MAT1041:B;MAT1042:D+;MAT1093:C;MAT1101:B;PEC1008:B;PHI1002:C+;PHI1006:B;POL1001:C;PSY1050:B;RBE1001:C;RBE2001:D+;RBE2003:C+;RBE2021:D+;RBE2022:C+;RBE2031:B;RBE3002:C+;RBE3012:C+;RBE3013:C;RBE3015:B;RBE3017:C+;RBE3030:C;RBE3042:B;RBE3045:C;RBE3046:C;RBE3047:C;RBE3050:B;RBE3051:C;RBE3052:C+;RBE3056:B;RBE3057:C;RBE4001:C+;RBE4004:D+;REB3053:C+;THL1057:C;UET1002:C+,,Navigation Algorithm Engineer,Robot thông minh,18,12,MEDIUM,16,AI - Machine Learning;Lập trình;Toán nền tảng;Điện tử - vi điều khiển
UET230144,Kỹ thuật Robot,4,7,2.56,156,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3054;RBE3056;RBE3057;RBE4001;RBE4004;THL1057;UET1002,AIT2004:B;ELT1007:B;ELT2035:C+;ELT2201:C+;ELT3051:B;ELT3134:C+;ELT3144:C+;ELT3240:C+;ELT3290:B;ELT3292:C+;ELT3295:B;ELT3996:C;EPN1095:C+;EPN1096:C;FLF1107:C+;HIS1001:B;HIS1053:C;INT1008:C+;INT1009:C+;INT2210:B;MAT1041:C+;MAT1042:B;MAT1093:C+;MAT1101:C;PEC1008:C+;PHI1002:B;PHI1006:B;POL1001:B;PSY1050:C;RBE1001:B;RBE2001:C+;RBE2003:B;RBE2021:C;RBE2022:C;RBE2031:C;RBE3002:C+;RBE3012:C+;RBE3013:C;RBE3015:B;RBE3016:C+;RBE3017:C+;RBE3030:B;RBE3042:C;RBE3045:F;RBE3050:B;RBE3051:B;RBE3052:D+;RBE3053:B;RBE3054:B;RBE3056:C+;RBE3057:C;RBE4001:B;RBE4004:B;THL1057:C+;UET1002:B,RBE3045,Industrial Automation Engineer,Tự động hóa công nghiệp,20,9,MEDIUM,18,Điều khiển
UET230145,Kỹ thuật Robot,4,7,3.58,158,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INE1050;INE1051;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3054;RBE3055;RBE3056;RBE3057;RBE4003;RBE4004;THL1057,AIT2004:A+;ELT1007:A;ELT2035:B+;ELT2201:A;ELT3051:B+;ELT3134:B+;ELT3144:B;ELT3240:A;ELT3290:B;ELT3292:B;ELT3295:B+;EPN1095:A+;EPN1096:A+;FLF1107:B+;HIS1001:B+;INE1050:A;INE1051:B+;INT1008:B+;INT1009:A;INT2210:A;INT3103:B+;MAT1041:A;MAT1042:A+;MAT1093:A;MAT1101:B;PEC1008:A;PHI1002:B;PHI1006:B+;POL1001:B+;RBE1001:A;RBE2001:A;RBE2003:B;RBE2021:B;RBE2022:B+;RBE2031:B+;RBE3002:B+;RBE3012:A;RBE3013:A+;RBE3015:A;RBE3016:B+;RBE3017:A;RBE3030:A+;RBE3042:A+;RBE3050:B;RBE3051:B+;RBE3052:A;RBE3053:B+;RBE3054:B+;RBE3055:A;RBE3056:A+;RBE3057:A+;RBE4003:A;RBE4004:A+;THL1057:B,,SCADA Systems Engineer,Tự động hóa công nghiệp,22,8,LOW,22,PLC/SCADA
UET230146,Kỹ thuật Robot,4,7,2.36,152,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1050;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;REB3053;THL1057,AIT2004:C+;ELT1007:C;ELT2035:B;ELT2201:C+;ELT3051:C+;ELT3134:C+;ELT3144:C+;ELT3240:C+;ELT3290:B;ELT3292:C;ELT3295:C;EPN1095:C;EPN1096:C+;FLF1107:C+;HIS1001:C;HIS1053:C+;INE1050:C+;INT1008:D+;INT1009:B;INT2210:C+;MAT1041:C;MAT1042:B;MAT1093:C;MAT1101:C;PEC1008:C+;PHI1002:C;PHI1006:C;POL1001:D+;RBE1001:C+;RBE2001:C;RBE2003:B;RBE2021:C;RBE2022:B;RBE2031:B;RBE3002:C;RBE3012:D+;RBE3013:C+;RBE3015:C;RBE3017:C+;RBE3030:B;RBE3042:B;RBE3043:C+;RBE3047:C;RBE3050:C;RBE3051:C;RBE3052:C;RBE3056:D+;RBE3057:C+;RBE4001:C+;RBE4004:B;REB3053:C;THL1057:B,,Computer Vision Engineer,Robot thông minh,18,12,MEDIUM,16,AI - Machine Learning;Lập trình;OpenCV;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điều khiển;Điện tử - vi điều khiển
UET230147,Kỹ thuật Robot,4,8,1.25,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3045;RBE3047;RBE3050;RBE3051;RBE3052;RBE3057;RBE4001;RBE4004;REB3053;THL1057,AIT2004:D;ELT1007:C;ELT2035:D;ELT2201:D+;ELT3051:D;ELT3134:D;ELT3144:C;ELT3240:D;ELT3290:C;ELT3292:D;ELT3295:C;ELT3996:F;EPN1095:C;EPN1096:D;FLF1107:C;HIS1001:D;HIS1053:C;INE1051:D;INT1008:D;INT1009:D;INT2210:D+;MAT1041:D;MAT1042:D;MAT1093:D;MAT1101:C;PEC1008:D+;PHI1002:D;PHI1006:C;POL1001:D;PSY1050:C;RBE1001:D;RBE2001:D;RBE2003:D;RBE2021:D+;RBE2022:D;RBE2031:D;RBE3002:D;RBE3012:D+;RBE3013:D+;RBE3015:D+;RBE3016:F;RBE3017:D+;RBE3030:C;RBE3042:D;RBE3043:D+;RBE3045:C;RBE3047:D+;RBE3050:C;RBE3051:D+;RBE3052:C;RBE3057:D;RBE4001:D;RBE4003:F;RBE4004:D;REB3053:D+;THL1057:D+,ELT3996;RBE3016;RBE4003,Navigation Algorithm Engineer,Robot thông minh,16,15,HIGH,14,AI - Machine Learning;Lập trình;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điều khiển;Điện tử - vi điều khiển
UET230148,Kỹ thuật Robot,4,8,1.5,152,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INE1050;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3045;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;THL1057,AIT2004:C;ELT1007:C;ELT2035:D+;ELT2201:D+;ELT3051:D;ELT3134:C;ELT3144:D;ELT3240:C;ELT3290:D;ELT3292:D+;ELT3295:D;ELT3996:F;EPN1095:C;EPN1096:D+;FLF1107:C;HIS1001:D;HIS1056:C;INE1050:C;INT1008:D;INT1009:D;INT2210:C;INT3103:F;MAT1041:C;MAT1042:C;MAT1093:C;MAT1101:D;PEC1008:D+;PHI1002:C;PHI1006:C;POL1001:D+;RBE1001:D;RBE2001:C;RBE2003:D;RBE2021:C;RBE2022:D;RBE2031:C;RBE3002:D+;RBE3012:D+;RBE3013:C;RBE3015:C;RBE3017:D+;RBE3030:D;RBE3042:D+;RBE3043:C;RBE3045:D;RBE3047:D;RBE3050:C;RBE3051:D;RBE3052:C;RBE3056:D;RBE3057:D+;RBE4001:D+;RBE4004:D+;THL1057:D,ELT3996;INT3103,Cloud Robotics Developer,Robot thông minh,16,13,HIGH,14,AI - Machine Learning;Lập trình;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điều khiển;Điện tử - vi điều khiển
UET230149,Kỹ thuật Robot,4,7,2.43,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3054;RBE3055;RBE3056;RBE3057;RBE4001;RBE4004;THL1057;UET1002,AIT2004:C+;ELT1007:C;ELT2035:B;ELT2201:B;ELT3051:C;ELT3134:C;ELT3144:C+;ELT3240:C+;ELT3290:C;ELT3292:C+;ELT3295:C;ELT3996:C+;EPN1095:C;EPN1096:C+;FLF1107:C;HIS1001:D+;HIS1056:C;INE1051:B;INT1008:C+;INT1009:B;INT2210:B;MAT1041:C;MAT1042:C+;MAT1093:D+;MAT1101:B;PEC1008:C+;PHI1002:C;PHI1006:C+;POL1001:B;RBE1001:C;RBE2001:C;RBE2003:B;RBE2021:D+;RBE2022:C;RBE2031:D+;RBE3002:B;RBE3012:B;RBE3013:B;RBE3015:C;RBE3017:B;RBE3030:C;RBE3042:B;RBE3050:C+;RBE3051:C+;RBE3052:B;RBE3054:C;RBE3055:B;RBE3056:C+;RBE3057:C;RBE4001:C+;RBE4004:C+;THL1057:C+;UET1002:C+,,IoT Robotics Engineer,Tự động hóa công nghiệp,18,10,MEDIUM,16,Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điện tử - vi điều khiển
UET230150,Kỹ thuật Robot,4,8,3.19,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3045;RBE3046;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;REB3053;THL1057;UET1002,AIT2004:B;ELT1007:B;ELT2035:C+;ELT2201:B;ELT3051:C+;ELT3134:B+;ELT3144:B+;ELT3240:B;ELT3290:B+;ELT3292:C+;ELT3295:B+;EPN1095:B+;EPN1096:B+;FLF1107:B;HIS1001:B;HIS1056:C+;INT1008:B+;INT1009:B;INT2210:B+;INT3103:B;MAT1041:B;MAT1042:B;MAT1093:B;MAT1101:C+;PEC1008:B+;PHI1002:B;PHI1006:C+;POL1001:B+;RBE1001:A;RBE2001:B+;RBE2003:C+;RBE2021:B+;RBE2022:A;RBE2031:B;RBE3002:A;RBE3012:A;RBE3013:A;RBE3015:A;RBE3017:B+;RBE3030:B;RBE3042:B;RBE3045:A;RBE3046:A;RBE3050:B+;RBE3051:C+;RBE3052:B;RBE3056:B;RBE3057:B;RBE4001:B+;RBE4004:B+;REB3053:B+;THL1057:B;UET1002:B,,Mobile Robotics Developer,Robot thông minh,20,9,LOW,18,
